-1.570795059,0.7853975296,0.5246455669,-0.5246455669,0.3926987648,0.5246455669,1.570795059,0,0,0,0,0,0,0,23.55383682,-18.8052063,0.2596681714,3.133917809,-0.6254698038,2.469906092,-2.07080555
-1.570795059,0.7853975296,0.5246455669,-0.5246455669,0.3926987648,0.5246455669,1.570795059,0.3147827387,-0.02785022929,-1.06666851,0.3252439797,1.518389225,1.834103703,-4.801236629,40.07424545,-53.1365509,1.842018485,8.999523163,-2.302001953,4.24016428,-2.354578733
-1.567647219,0.7851190567,0.5139788985,-0.5213931203,0.4078826606,0.5429866314,1.522782683,0.8021246791,-0.1344158947,-2.637885809,0.7727013826,2.390406132,4.829101086,-9.257358551,29.44820404,-79.08322906,-4.613743305,13.61922073,-2.948571682,3.411649942,-1.785248876
-1.559625983,0.7837749124,0.4876000285,-0.5136660933,0.431786716,0.5912776589,1.430209041,1.376528859,-0.4003010392,-4.937844276,0.992990315,3.376254559,7.387142181,-12.23225403,9.548945427,-77.12651825,-12.68055344,9.609579086,-3.703813791,1.305405021,-0.5381394029
-1.545860648,0.779771924,0.4382215738,-0.5037361979,0.4655492604,0.6651490927,1.307886481,1.897250652,-0.7722430229,-7.463481903,0.7457977533,3.77520442,8.341265678,-12.20955563,4.682384014,-69.61520386,-8.926220894,9.101485252,-2.996708632,-0.107013464,0.09318072349
-1.526888132,0.7720494866,0.3635867536,-0.4962782264,0.5033013225,0.7485617399,1.185790896,2.234226465,-1.082020283,-9.127493858,0.2522796988,3.568778753,8.125729561,-11.15306377,3.091814518,-63.22509766,-4.818041801,10.40816498,-2.046971798,-0.4834263325,0.3104031086
-1.504545927,0.7612292767,0.2723118067,-0.49375543,0.5389891267,0.8298190236,1.074260235,2.454725981,-1.312734365,-10.02511787,-0.3112346232,3.139173985,7.557861805,-10.1315937,2.447283983,-57.67922592,-1.661830902,11.72460556,-1.018461704,-0.5541346073,0.4745853245
-1.479998708,0.7481019497,0.1720606238,-0.4968677759,0.5703808665,0.9053976536,0.9729443192,2.60731101,-1.481628418,-10.33269596,-0.871630311,2.648362875,6.902598381,-9.19447422,2.122182131,-52.77186966,0.5909119248,12.66951752,-0.04312733561,-0.5392310023,0.5807763934
-1.45392561,0.7332856655,0.06873366982,-0.5055840611,0.5968645215,0.9744236469,0.8809995651,2.719711781,-1.604805946,-10.21028137,-1.385993123,2.182217836,6.248270035,-8.339201927,1.935071707,-48.42835999,2.113801003,13.25841522,0.7811030746,-0.5005812049,0.6243547797
-1.426728487,0.7172375917,-0.03336914256,-0.5194439888,0.618686676,1.036906362,0.7976075411,2.806330442,-1.692465544,-9.795376778,-1.823357582,1.77622366,5.629916191,-7.559988022,1.826964378,-44.45436096,3.107076406,13.62679195,1.42084384,-0.4678288698,0.6148520112
-1.39866519,0.7003129125,-0.1313229054,-0.5376775861,0.6364489198,1.093205571,0.7220076919,2.871672869,-1.749816418,-9.197900772,-2.160350323,1.440616369,5.062508583,-6.850887299,1.788187981,-40.83467865,3.697109222,13.8260355,1.862525582,-0.4506315291,0.5674327016
-1.369948506,0.6828147769,-0.2233019173,-0.5592811108,0.6508550644,1.143830657,0.6534988284,2.915296078,-1.782170057,-8.50461483,-2.387257338,1.173032284,4.550345421,-6.206212521,1.729884148,-37.51881409,3.986630678,13.92218781,2.119483709,-0.4542396367,0.497559458
-1.340795517,0.6649930477,-0.3083480597,-0.5831536651,0.6625853777,1.189334154,0.5914366841,2.934640169,-1.79520309,-7.776247978,-2.504841566,0.9623146653,4.092579842,-5.620645523,1.782168269,-34.42039108,4.110074997,13.90276814,2.241798878,-0.4725802541,0.4205380082
-1.31144917,0.6470410228,-0.3861105442,-0.6082020998,0.6722085476,1.230259895,0.5352302194,2.92901206,-1.795395374,-7.054064751,-2.523902178,0.802536428,3.685181141,-5.088554382,1.890117764,-31.54432297,4.107627869,13.74722672,2.244590044,-0.4989332259,0.3437899649
-1.28215909,0.6290870905,-0.456651181,-0.6334411502,0.6802338958,1.267111659,0.484344691,2.900221348,-1.789313316,-6.36241436,-2.46161437,0.6793915629,3.321282864,-4.605492592,2.038123608,-28.85175323,4.03744173,13.48253727,2.173905134,-0.5254398584,0.2735182643
-1.2531569,0.6111939549,-0.5202752948,-0.6580572724,0.687027812,1.30032444,0.4382897615,2.852017879,-1.781818986,-5.714386463,-2.335549831,0.5840923786,2.995464087,-4.167445183,2.208627224,-26.3289814,3.922942877,13.10807037,2.054805756,-0.5463542342,0.2123194635
-1.224636674,0.5933757424,-0.5774191618,-0.6814127564,0.6928687096,1.330279112,0.3966152966,2.789617538,-1.776214361,-5.116219521,-2.162666082,0.5087565184,2.702246904,-3.770368099,2.378739119,-23.9805851,3.770258427,12.6212244,1.905395627,-0.5562603474,0.1609214395
-1.196740508,0.5756136179,-0.6285813451,-0.7030394077,0.697956264,1.357301593,0.3589116037,2.718987226,-1.774343133,-4.570538044,-1.958229661,0.4469356239,2.437016249,-3.410486698,2.550478697,-21.76231003,3.613034487,12.05983829,1.751399517,-0.5533697009,0.1187326983
-1.169550657,0.5578702092,-0.6742867231,-0.7226216793,0.7024255991,1.381671786,0.3248067498,2.645233154,-1.776416063,-4.076577663,-1.733688831,0.3964907229,2.196985722,-3.084779739,2.711752176,-19.66511726,3.456961632,11.43430519,1.598872423,-0.5380986333,0.08470651507
-1.143098354,0.5401060581,-0.7150524855,-0.7399585843,0.7063905001,1.403641701,0.293958962,2.572677374,-1.781891465,-3.631837368,-1.498075604,0.3547512591,1.97941792,-2.789979458,2.839212179,-17.71588516,3.28947854,10.74126148,1.448967814,-0.5105238557,0.05777750164
-1.117371559,0.5222871304,-0.7513708472,-0.7549393177,0.7099379897,1.423435926,0.2660591602,2.505170345,-1.789985657,-3.233710766,-1.25897336,0.3189812601,1.781674147,-2.523005962,2.943944216,-15.86911774,3.135746717,10.01661777,1.312261224,-0.4727981985,0.0363820754
